name,image
Howard Sturgis,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Howard_Sturgis_and_William_Haynes_Smith_on_the_steps_with_two_dogs_at_Queen%27s_Acres%2C_Windsor%2C_before_1920.jpg/220px-Howard_Sturgis_and_William_Haynes_Smith_on_the_steps_with_two_dogs_at_Queen%27s_Acres%2C_Windsor%2C_before_1920.jpg
Algernon Swinburne,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Picture_of_Algernon_C._Swinburne.jpg/220px-Picture_of_Algernon_C._Swinburne.jpg
Scott Symons,NaN
Proma Tagore,NaN
Mutsuo Takahashi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Mutsuo_Takahashi_2009-02-04.jpg/300px-Mutsuo_Takahashi_2009-02-04.jpg
Mariko Tamaki,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Mariko_Tamaki_by_Gage_Skidmore.jpg/220px-Mariko_Tamaki_by_Gage_Skidmore.jpg
Jordan Tannahill,NaN
Joelle Taylor,NaN
Valerie Taylor,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Valerie_Taylor_yearbook.jpg/220px-Valerie_Taylor_yearbook.jpg
Michelle Tea,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Michelle_Tea_2018.jpg/220px-Michelle_Tea_2018.jpg
Sara Teasdale,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Sara_Teasdale._Photograph_by_Gerhard_Sisters%2C_ca._1910_Missouri_History_Museum_Photograph_and_Print_Collection._Portraits_n21492.jpg/220px-Sara_Teasdale._Photograph_by_Gerhard_Sisters%2C_ca._1910_Missouri_History_Museum_Photograph_and_Print_Collection._Portraits_n21492.jpg
Sara Tilley,NaN
James Tiptree Jr.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/James_Tiptree_Jr.jpg/220px-James_Tiptree_Jr.jpg
Colm Toibin,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Colm_toibin_2006.jpg/220px-Colm_toibin_2006.jpg
Peterson Toscano,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Peterson_Toscano.jpg/220px-Peterson_Toscano.jpg
Matthew J. Trafford,NaN
Michel Tremblay,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Michel_Tremblay_%28cropped%29.jpg/220px-Michel_Tremblay_%28cropped%29.jpg
Mary L. Trump,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Mary_L._Trump_-_Mother_Jones_interview.jpg/200px-Mary_L._Trump_-_Mother_Jones_interview.jpg
Christos Tsiolkas,NaN
Marina Tsvetaeva,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Tsvetaeva.jpg/220px-Tsvetaeva.jpg
Karl Heinrich Ulrichs,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Karl_Heinrich_Ulrichs_%28from_Kennedy%29.jpg/220px-Karl_Heinrich_Ulrichs_%28from_Kennedy%29.jpg
Luz Maria Umpierre,NaN
Fernando Vallejo,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Fernando_Vallejo.jpg/220px-Fernando_Vallejo.jpg
Marlene van Niekerk,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Marlene_van_Niekerk.jpg/220px-Marlene_van_Niekerk.jpg
Sandor Vay,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/S%C3%A1ndor_Vay_-_Restoration.jpg/220px-S%C3%A1ndor_Vay_-_Restoration.jpg
Carl Van Vechten,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Self-Portrait_of_Carl_Van_Vechten_Crisco_edit.jpg/220px-Self-Portrait_of_Carl_Van_Vechten_Crisco_edit.jpg
Valeria Vegas,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/VALERIA_RETRATO_1.jpg/220px-VALERIA_RETRATO_1.jpg
Paul Verlaine,https://upload.wikimedia.org/wikipedia/commons/1/1c/Netsurf17_-_Paul_Verlaine.png
Gore Vidal,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/GoreVidalVanVechten1.jpg/220px-GoreVidalVanVechten1.jpg
David Vinas,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/DavisVi%C3%B1as001.JPG/180px-DavisVi%C3%B1as001.JPG
Virgil,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Publius_Vergilius_Maro.jpg/220px-Publius_Vergilius_Maro.jpg
Renee Vivien,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Ren%C3%A9e_Vivien_1.png/220px-Ren%C3%A9e_Vivien_1.png
Paula Vogel,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Paula_Vogel_in_2010.jpg/220px-Paula_Vogel_in_2010.jpg
Rinaldo Walcott,NaN
Alice Walker,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Alice_Walker.jpg/220px-Alice_Walker.jpg
Sylvia Townsend Warner,https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Sylvia_Townsend_Warner.jpg/220px-Sylvia_Townsend_Warner.jpg
Patricia Nell Warren,NaN
Bryan Washington,NaN
Sarah Waters,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Sarah_Waters.jpg/220px-Sarah_Waters.jpg
Evelyn Waugh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Evelynwaugh.jpeg/220px-Evelynwaugh.jpeg
Thomas Waugh,NaN
Barry Webster,NaN
John Weir,NaN
Denton Welch,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Denton_Welch%2C_Self-Portrait.jpg/220px-Denton_Welch%2C_Self-Portrait.jpg
Robert Westfield,NaN
Edmund White,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Edmund_White_2_by_David_Shankbone.jpg/220px-Edmund_White_2_by_David_Shankbone.jpg
Patrick White,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Patrick_White_1973.jpg/250px-Patrick_White_1973.jpg
William Whitehead,NaN
Walt Whitman,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Walt_Whitman_-_George_Collins_Cox.jpg/220px-Walt_Whitman_-_George_Collins_Cox.jpg
Zoe Whittall,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Zoe_Whittall.jpg/220px-Zoe_Whittall.jpg
Oscar Wilde,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Oscar_Wilde_3g07095u-adjust.jpg/220px-Oscar_Wilde_3g07095u-adjust.jpg
Thornton Wilder,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Thornton_Wilder_-_1948.jpg/220px-Thornton_Wilder_-_1948.jpg
Michael Willhoite,NaN
Jonathan Williams,https://upload.wikimedia.org/wikipedia/en/5/5a/Jonathan_Williams_1985.jpg
Tennessee Williams,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Tennessee_Williams_NYWTS.jpg/220px-Tennessee_Williams_NYWTS.jpg
Angus Wilson,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Anguswilson.jpg/220px-Anguswilson.jpg
Douglas Wilson,NaN
Jacqueline Wilson,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Jacqueline_Wilson.JPG/220px-Jacqueline_Wilson.JPG
Jonathan Wilson,NaN
Jia Qing Wilson-Yang,NaN
Johann Joachim Winckelmann,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Johann_Joachim_Winckelmann_%28Raphael_Mengs_after_1755%29.jpg/225px-Johann_Joachim_Winckelmann_%28Raphael_Mengs_after_1755%29.jpg
Christa Winsloe,NaN
Jeanette Winterson,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Installation_of_Chancellor_Professor_Jackie_Kay_MBE_-_University_of_Salford%2C_Peel_Hall_%2817136470459%29_%28cropped%29.jpg/220px-Installation_of_Chancellor_Professor_Jackie_Kay_MBE_-_University_of_Salford%2C_Peel_Hall_%2817136470459%29_%28cropped%29.jpg
Monique Wittig,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Monique_Wittig_%28ph._Colette_Geoffrey%29.jpg/220px-Monique_Wittig_%28ph._Colette_Geoffrey%29.jpg
Rita Wong,NaN
Alan Woo,NaN
Jaime Woo,NaN
Marnie Woodrow,NaN
Virginia Woolf,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/George_Charles_Beresford_-_Virginia_Woolf_in_1902_-_Restoration.jpg/220px-George_Charles_Beresford_-_Virginia_Woolf_in_1902_-_Restoration.jpg
d'bi young,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/D%27bi_Young.jpg/220px-D%27bi_Young.jpg
Ian Young,NaN
Perry Deane Young,NaN
Marguerite Yourcenar,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Marguerite_Yourcenar-Bailleul-1982.10.04.Bernhard_De_Grendel_%289%29.jpg/180px-Marguerite_Yourcenar-Bailleul-1982.10.04.Bernhard_De_Grendel_%289%29.jpg
Luis Zapata,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Luis_Zapata.jpg/220px-Luis_Zapata.jpg
Jerzy Zawieyski,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Jerzy_Zawieyski.jpg/200px-Jerzy_Zawieyski.jpg
"Cyd Zeigler, Jr.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Zeigler_cyd_blue.jpg/220px-Zeigler_cyd_blue.jpg
Richard Zimler,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/ZimlerGrandCanyon2009.jpg/220px-ZimlerGrandCanyon2009.jpg
Narcyza Żmichowska,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Beyer_-_Narcyza_%C5%BBmichowska.jpg/220px-Beyer_-_Narcyza_%C5%BBmichowska.jpg
Peter Zuckerman,NaN
